Crop,N,P,K,Temperature,Rainfall,Yield_Tons_Acre
Ginger,88.65012825160235,69.24751572154489,106.49526873086263,25.502544213089394,222.55104744955284,1.2335107568112407
Ginger,89.16306914627286,62.34536898944512,101.16212567310262,29.775129688354916,173.6970363320597,1.2529147332381192
Ginger,77.45637046386511,66.01342067381547,106.00579788472919,27.469304029554433,202.598849294674,1.2000775757581519
Ginger,82.60595346598942,55.73397247994024,107.15322972702542,29.641674687933495,207.2325009321801,1.1405785958373018
Ginger,77.09189300154394,59.990509645298474,97.72633754122315,26.490251413531777,224.71638437356188,1.0235023856620697
Ginger,85.33668998593213,59.93358490595736,109.44268589454379,30.92526246416239,220.3477259803445,0.9387908563169478
Ginger,87.34844036081546,66.14129795266746,103.40749154171398,26.8653720827809,200.8016996064598,0.9563731974610059
Ginger,80.54150316180503,52.597219522447574,93.44243656668615,26.690065911111652,222.73604988504502,1.1004564949900137
Ginger,84.85114775020725,68.43590687279594,93.01061869437696,26.337676568714677,200.08123013553688,1.2212941255715553
Ginger,73.45639400478873,67.78224075051115,102.415808746647,30.50831146565593,202.08056262572273,0.9605795293172199
Ginger,73.22107665016692,58.73308787107057,109.81067232238101,26.047553323146225,220.08512822439303,1.3075090493049148
Ginger,84.32546890044813,68.10107335789803,106.74761143970845,28.947518003188158,205.49626614840324,1.244297914787221
Ginger,86.40130773519563,61.20188567859327,95.2561066560662,29.211390287097196,204.61296825218992,1.106324509663592
Ginger,77.43994893724404,65.434956423768,106.45136554925381,27.522474250982306,176.85717403906858,1.01784763582614
Ginger,84.2173817322678,55.54240874871962,98.20752722407775,25.984815308511138,182.86595347127664,1.1370986735468926
Ginger,80.74867614389944,61.01392525359701,90.42377051259061,27.238690031866128,184.40691764071462,0.946107575675582
Ginger,75.68938247318813,50.08126829784703,92.68887598878841,26.991686549018958,210.31070567716185,0.9978553859257507
Ginger,89.94461159256122,61.678523445980886,99.40974407803557,30.67945765948612,179.10818907506484,1.0811414157299413
Ginger,71.29489747088522,65.46725191373858,108.81319915278227,29.91026249513383,184.09935741608282,0.9508527769238257
Ginger,74.72894171592242,62.06809874288681,109.18954699978252,28.285640024775184,185.5955325898392,1.0103588064832831
Ginger,85.32856407751868,63.676974248835336,100.33302336695839,29.27700186964468,226.8567357215621,1.2501693900878283
Ginger,76.34812403440024,59.64528475677893,108.63297178961494,29.624848840961263,216.88995568265685,1.1343392595038924
Ginger,80.11568757914273,55.79326164884672,96.85652822049526,28.520574732168317,194.66802109590517,1.198642934928556
Ginger,82.34897558552073,64.46732237189698,90.00955361790261,29.448554816445945,184.16744726562249,1.1251497420685204
Ginger,86.30753211106051,69.3082606659738,93.01763983116302,27.549827677668247,218.4091975294927,0.9439348375760656
Ginger,80.58657372095396,55.02656635630595,97.34661474934455,27.85756206681785,223.07412944708892,1.2622657854597572
Ginger,86.17278678407294,56.37790541380903,90.62496741563186,27.569029295786414,219.0027487252177,1.2762497083167912
Ginger,74.87203460454216,55.35634134646579,94.0677374540266,27.826786976399475,203.0763920523978,1.0315745646202688
Ginger,82.82344267454135,53.12215461328411,93.73245956791287,28.58828134190262,192.53085284433857,1.0528768912259756
Ginger,73.26015626442862,69.24884027108543,91.85407076789706,29.54556325320501,200.87315442627477,1.105664978681777
Ginger,86.44695366359865,52.83908624284466,101.4598467576019,26.10946318889335,225.15786521376768,1.264643183205173
Ginger,89.38631005459135,59.678606446595914,94.21640389903605,26.182391048123225,213.14643845569964,0.9998848980175291
Ginger,74.27583617115435,63.44735224613548,107.5168024415722,27.953153422009763,226.2213574124825,1.0791505553014016
Ginger,72.28032747359711,51.98802659373224,95.92341614254289,26.67226566406029,196.21433477933917,1.2432759316455229
Ginger,79.37469476860505,55.082637971295554,91.19244422212022,27.20312689581037,176.06213632480598,1.2269621655363925
Ginger,72.14379959162103,55.74413364802429,95.88320655081777,25.062889119304717,210.30268331140144,1.1221657422455935
Ginger,82.55962551433917,59.2411037605452,100.26740142291027,25.26232681556614,192.4208219887792,1.0841867624107902
Ginger,89.68231993311527,53.098293874581884,92.52972358645698,28.91157739681441,208.00305331698394,1.2816057443651867
Ginger,75.26758948560244,69.23813491108922,91.11900101351958,25.07435549474509,193.95332373661813,1.1673275865425536
Ginger,88.84415823302955,60.734986051095376,100.33104067546414,27.30061052820836,222.23995985418932,1.2176943736223245
Ginger,82.074306203755,54.70880360394633,90.61662426380147,29.60006879230849,224.71080364227953,1.2398194262201048
Ginger,75.5051166620469,58.048043782183456,93.88804092157883,26.085704754538803,216.39635233937983,1.0520952496234035
Ginger,79.20429372383443,63.15997791297672,98.01253799927382,30.563150297774634,219.85639142595934,1.2795761405413153
Ginger,70.24131744026566,50.094812928460804,102.32163164953836,26.947582630882735,204.0802932861679,1.1111549831193668
Ginger,72.27684707924077,54.3703089465929,97.85626494608789,25.825944441967593,210.20177796993448,1.0813106574621048
Ginger,81.86650905008598,62.91615548549257,94.30379481716021,27.41572753140787,218.48789666261194,1.0956131365961534
Ginger,73.69575116218972,59.707617528061064,100.16132973025263,27.516998919459375,175.10409875148554,1.0218008779000833
Ginger,85.9516952231817,68.78844108860808,99.91428332628426,26.00497591368157,185.64728855764983,1.2292026846947997
Ginger,81.4141721624461,58.88446593050396,96.77035584296578,26.746845536685342,213.06899263030454,1.1404630126724022
Ginger,85.7590771903989,54.82621617957898,104.42273157470328,30.950456553288216,190.35384136662867,1.0032724141785871
Ginger,79.83490804889665,62.94954498482899,107.20273866021026,25.028745451346484,170.99361642401152,1.0387411038815073
Ginger,83.65146997524648,57.649940181927334,97.16074776243192,27.194585198778682,175.69840186109388,1.2175312178404423
Ginger,87.54891465195648,61.70865397306472,107.55713663540558,26.75683445492604,183.4238061501973,1.1083896248097067
Ginger,74.12365643375368,59.64220275547038,106.8327976120573,27.074698874938154,207.6753857495039,1.1131530036301873
Ginger,71.69744210637309,51.77627745162985,93.49351342150806,30.452859799994798,220.502449458669,1.2902242330485547
Ginger,75.2023966411336,69.76158902725774,94.25106696032243,28.534053075324653,211.97107222907934,0.9886991717158304
Ginger,77.84738487995885,51.523338158540824,98.59627758572908,30.839729220186154,207.7502509110002,1.117115382827538
Ginger,87.01225746320658,55.60666164652452,101.93766681721048,25.883261555087262,219.71270320625783,1.0202379980949938
Ginger,88.50594632713856,65.79722243359006,100.90722354089533,28.023608992792965,183.64675924536144,1.0211515043960397
Ginger,77.78829780713924,56.29629152311142,107.73036636625682,26.513150713643967,223.6837455023422,0.9214966146847238
Ginger,77.44234953702073,68.6286796100841,90.49157695304187,26.076982843736516,183.09372698610525,1.309208240730536
Ginger,70.34016381137698,53.42770380265762,99.37266479874819,26.472359875080436,214.99732140789763,1.3094722034053807
Ginger,87.07037176913644,68.01177258681926,92.20013443269525,28.44021600479335,207.241893441153,1.0994891504914277
Ginger,77.98907126184547,53.121820655993695,95.78234184185204,29.393822150044464,226.54652593084631,0.9699626227011318
Ginger,76.09759386041566,62.445718283805746,97.4446087449619,29.695259875626682,196.7581832707445,1.0767671705295254
Ginger,82.81692496339849,52.22629527410371,106.53456238031382,30.355668042268448,227.6357625588742,1.0952609337180645
Ginger,71.06703910391052,65.89545056071061,92.31566066432448,29.253628067775697,213.53372399625727,1.2770727184280855
Ginger,87.3721223442925,59.82967214917158,95.05973800326464,30.483853148813736,197.7657130240962,1.2221364526918377
Ginger,72.2701464223207,50.29207205459904,103.68780964023017,27.147079172293836,216.40194170552718,0.9533919003991648
Ginger,88.93997961630701,52.7847156981593,92.10959381796263,28.718424768054334,196.53279425591103,1.1227802114356868
Ginger,82.85098356748622,68.16623130290658,103.80617198705552,27.304213660341897,185.1598926002656,1.2934303347199434
Ginger,82.8120701426827,68.00113946148332,96.24720565776362,25.5430756563667,218.68708432562556,1.0238052515395764
Ginger,81.04206787819288,60.61841145030799,102.5163791818563,25.044849732037793,210.39380215177178,1.2991889773864809
Ginger,71.62996530958988,52.766253118332116,101.94858210819419,29.328042123268844,206.83519060786955,1.1763776167264246
Ginger,72.83668258810931,56.896913204468504,104.93486639721475,29.068081760448855,216.01769409112796,1.013837311731453
Ginger,70.27710985667068,67.4299895776839,93.66406985001335,26.425864103783457,217.36575738385773,1.0403253261059495
Ginger,74.77806549435587,52.60825843248165,95.93924863455123,25.584832796450858,215.16681459366916,1.0989370237006608
Ginger,84.66306808234162,55.6051118572404,94.58934003125893,27.383471916871724,194.40220399296072,1.0093151872109303
Ginger,79.4326362664039,65.66469564650714,101.52221517894652,30.85183690863136,193.9733235761935,1.1039684776474157
Ginger,86.09352875640306,64.83151735883835,102.85847400853918,25.39769601073858,171.37316507402593,1.08081854675716
Ginger,88.236205502757,51.83313644801887,98.45214843030138,29.84011433325665,171.6913796378623,1.1548442664363305
Ginger,74.41407736408226,65.0347080246567,95.96080629994185,26.799645574969887,179.5880670296805,1.0197152555602456
Ginger,74.19599152781434,53.13033650344235,93.8052200959749,27.730262629170028,221.87824731785935,1.14424430515872
Ginger,83.84082191221353,52.54224912430442,103.16563778212375,28.62950180171738,185.45926801347454,0.9254976403769561
Ginger,81.132299546063,69.59841784940409,99.36421406673055,27.58647784372142,183.5571872694215,1.13865249761721
Ginger,72.27878328074512,57.43070689157656,93.10540126822481,28.095696336139437,203.18631104838394,1.2325079659487135
Ginger,86.6275291151197,55.53339356884476,102.236230443377,26.221270047137725,173.14464559679698,1.1150936593795069
Ginger,74.52602541514173,65.4840902737504,100.40064487708455,27.508332954709054,210.02615347471786,1.2182594488672878
Ginger,84.20684911519034,65.76021563172263,104.13535315980235,27.377051798524935,178.00815834114562,0.9728228317883348
Ginger,73.41330028439657,57.66266776842053,109.86993748792206,30.721564974816395,214.34254388374606,0.9557545143139279
Ginger,71.78809538392017,68.77229602752362,101.39520166263637,25.352148095064024,196.57981627702821,1.307433978851051
Ginger,72.31027628102677,69.70917287810832,98.81094319850888,27.37913937932456,204.34412113359298,1.1918674833403522
Ginger,84.57588899577807,64.61962536566828,97.39435540412298,28.545006649849793,224.60425600797032,0.9529027712169443
Ginger,87.01036251603851,60.243354768238525,98.32936937514866,28.200059904880852,205.2183298721887,0.9495867632781898
Ginger,81.31867898916343,58.975900071140366,105.6346305461095,25.583915572881406,218.89803250441838,1.2273874905162292
Ginger,72.95041538449333,56.20209091931048,93.01328038513793,27.725603004753317,186.39954158733934,1.1941773734119914
Ginger,85.64332811171403,54.60503948925541,90.39484178047425,29.482310336987684,228.97603453940457,1.299119756360399
Ginger,87.29505206906364,55.36167887596559,107.7166064482982,30.79091106505134,194.68777614898562,1.06332300715877
Ginger,89.84668894567393,59.76987167151561,105.94658194481036,26.874748884894085,175.1328137032182,1.0266888322062024
Ginger,87.31649737751259,62.1983266594331,99.86289039460368,25.78638530431646,178.49314129658026,1.0154096987092216
Ginger,71.86166153117068,66.83168372757856,109.2462844380983,27.07137476346009,215.5415458099221,1.1628342658803732
Ginger,81.05518676249196,52.465763834704546,106.28986062814587,28.13228408592335,170.90207610521605,1.2879386757160742
Ginger,70.69102124165971,59.125949527351445,92.10472015490595,27.230847793250952,192.84940709632926,1.0300934504898371
Ginger,86.54256304788173,60.174067806423444,105.0584825576837,30.41812221278135,203.30956120821972,1.0705614905931198
Ginger,72.08322575178313,61.60780450024942,103.66291574364071,30.727085630596488,196.82699955540278,1.226040108910133
Ginger,71.97915510015562,52.105066493525655,101.77806979839772,29.093160076799464,196.0798148984997,0.9715760603743737
Ginger,70.26204153287595,66.91226178408677,100.7119789513354,29.76790498621461,218.73238153219273,1.1073132225117592
Ginger,83.38501227289552,69.67998825017202,100.03148938998058,28.68386698050367,185.54572360502124,1.2227187009550173
Ginger,76.68308142776868,53.90038313323994,97.03461659189144,28.08776928210193,187.6703186649603,0.9146184638683522
Ginger,78.24381057849102,64.15858354697406,101.73270807935488,26.24524540211194,210.13596365977153,1.116053774719134
Ginger,78.73609471982263,50.925358827234504,98.1750072742303,27.672085879921312,210.72742608284074,1.2853273068224644
Ginger,74.86389415688238,66.56825700664041,92.93667774559316,25.420213136749563,211.79249138859305,0.9747312476607061
Ginger,75.55823346254451,62.54976916403711,98.49206206711031,30.065854176141002,228.6340882198415,1.0242989964695046
Ginger,72.586679867013,65.19434710149713,96.03688600723483,30.65857331300235,226.80967502415376,1.0752612203425143
Ginger,75.02832809875437,69.87226609589244,101.03425393713127,25.72366442388178,187.57469108003892,1.1655660679392195
Ginger,81.04386856454167,54.88136068488599,108.64358844428273,29.019058695468,193.44962267967963,0.9261957359016973
Ginger,76.07540566574949,62.052439818852704,97.74500906608215,25.00069922076302,215.56237603644988,0.9504430931668731
Ginger,78.45407363222571,67.28845176546206,95.12408566706986,25.837407244684744,213.93226937549287,1.11547722340231
Ginger,73.36387723838594,59.67582383670387,96.41948338522371,28.72221932931289,175.98551627709907,1.2509422729869757
Ginger,85.73697351943919,60.348064818519084,94.3566155697758,30.185439312123226,180.95827930894583,1.275416634721052
Ginger,82.14799519891355,67.08966018605048,104.0502923513334,27.390375837143292,179.0674150250917,1.2944533910729563
Ginger,70.49907784690402,61.98747411929449,95.17267493005612,28.61151982455991,217.71388369589891,1.253962686617793
Ginger,79.10352750591815,67.78443316067386,106.59630394466924,27.91882701321048,185.20799196718772,1.2189269483967078
Ginger,77.73646433258818,66.51814174546638,99.5404396743882,27.536141612020153,170.43632003224587,0.9422152095974122
Ginger,77.89380301252733,62.54264280438095,90.80790164425292,28.891297434275888,225.11863160079244,1.2416075988079776
Ginger,87.95958471047601,67.35746979431443,106.73667903023514,29.55494328858848,193.9633688778026,1.236277150574904
Ginger,75.63467803232987,54.22944760577272,95.6625458168985,27.324984691511336,225.03971816116618,1.0611193185205434
Ginger,87.39023071474716,55.158689638449914,93.21670105977749,30.460984962652248,226.66057592595604,1.0586441980405863
Ginger,70.4851157896997,58.16367525199611,90.75295631630647,30.553855452095327,220.3649714082793,1.010920334325273
Ginger,79.33150633077676,68.90078882134362,93.46198462227728,30.54912555100185,190.45082414905576,1.0374870686515891
Ginger,85.77426662472052,62.84685002805662,102.5426087275113,29.358388736862604,175.95647008680504,1.088551307812359
Ginger,86.15563526709235,54.66850003252081,101.9683790354934,27.43233883986406,210.3843568839335,1.305457917658023
Ginger,80.24344888036507,60.96937474040163,104.48438493682133,25.21166659872212,201.72295399144255,1.100767709999536
Ginger,86.63256815520722,67.19064449607984,103.55795634444834,26.06447161656971,205.33295236910257,0.9447060944978631
Ginger,76.45289833149866,66.44029029918413,92.79755342144611,30.751734769301045,214.58799740589086,1.1695837558066462
Ginger,82.22098022147102,59.779873992884006,104.90069523212452,29.801904401247555,205.39262352604348,1.217329246603804
Ginger,86.7013050782297,50.02775362032993,102.0675346982042,27.452932355102458,223.02449269214696,1.0253604844763982
Ginger,81.54959729140405,59.24088708936641,106.98655171950047,27.054126856534634,207.31645886060386,1.005988608679534
Ginger,80.9116247227665,54.00971042396491,96.20091349361184,25.871505815070634,203.1707314040186,1.2613193464613004
Ginger,73.8658984182035,56.46504001152917,97.31739939997973,28.416426730513187,199.83414484837124,1.2216782399118284
Ginger,84.56512940883007,68.44666602285616,106.19603880142904,30.592954983698984,172.37200392340068,1.1367922634494931
Ginger,84.02609319088504,67.6769231048454,98.1866513562863,30.56164124290388,213.7988596917569,1.1564922646667897
Ginger,88.58063799973549,53.42916802292555,91.72437625683077,27.852109051320017,219.08897641903795,1.2976887442959444
Ginger,85.25528908680991,52.93020937009392,95.2402931322658,29.108318675594674,190.66199412446667,1.2183288469908744
Ginger,76.78468760134608,62.3984355143811,96.93568970836738,30.612065951294802,186.33019230671312,0.9451943198700042
Ginger,74.18027496003474,67.48485565970807,104.17841061136272,25.057250968510623,198.25176777150924,1.2109107801768835
Ginger,82.77980284761534,54.13150386054781,94.56163243647208,26.206591210055052,195.98860496923987,1.0165651377478548
Ginger,88.3304309835296,52.510661681353724,106.51638946394101,29.50394549470496,218.78882696588371,1.2198954918783387
Ginger,84.82817040993112,63.06942921111832,106.4023925856692,28.67542963511103,219.1770589306125,1.2193455633162673
Ginger,77.91382453253483,59.06672289279042,107.77384117338292,30.851521495718007,227.2148229142378,1.0039264986639005
Ginger,71.59669384533342,54.43098202814889,106.98430359404028,27.947964090663824,196.5301505421854,1.300914445063624
Ginger,70.94241049793106,50.837444069456254,106.87829441791125,27.994136922369204,184.2116941767509,0.9920364162279562
Ginger,75.41798176272196,63.761405309624884,90.50623819217057,30.850643185627664,190.30953897748145,0.997238822226039
Ginger,71.62707166868135,55.634730974164,106.14499855848075,26.103304258738532,190.22169532009403,0.9515959854706915
Ginger,75.28665531201925,57.971706297113826,102.5198655241395,30.271882350515636,194.27293192874677,0.9887271204413518
Ginger,88.90016210431648,62.316180256418306,100.00605825342784,30.364925439423736,225.22067628604594,1.0604745352036495
Ginger,74.28949392842712,54.97094312848163,102.71395067277825,28.719915697820174,203.7879934845489,1.0929962769696724
Ginger,85.99462067301735,69.89166973994762,98.54146436147978,26.08347222045184,199.92716339112005,1.1555740739751648
Ginger,87.28214160217246,52.13682920069353,91.11293677619413,25.01099742093774,177.16527074761274,0.9879126794644832
Ginger,80.26950916229818,65.38475755469304,98.24025799819991,26.570112373732886,182.61814802804486,1.2573852095310085
Ginger,89.819854028986,61.442216956634844,107.4074834007101,27.154506887587107,207.34444369600828,1.2836771584787456
Ginger,84.66548225573987,69.24200539229159,92.82498019047915,30.201304731150618,176.18594318861517,1.1910049775038543
Ginger,86.13249339037617,55.16921546483877,93.83411684121481,25.70591524662052,196.22550413613254,1.1009716167690755
Ginger,71.41460822594723,64.48825638684934,104.9160966720769,29.254035112025417,184.5828922035784,1.0000140443672243
Ginger,71.2778775129197,55.110834208871246,103.37221605354081,30.26141093137072,205.04471382989462,1.0014185381571528
Ginger,83.71253608978697,60.20900535812346,102.53864742984916,26.179576505356174,187.76282421540145,1.1424766020932795
Ginger,78.37962943186707,50.67620010562098,97.19152352869682,28.484785241076004,171.79156899410634,1.2479409473678258
Ginger,85.20063438599233,64.65606272391634,96.48755246960074,29.489547832920316,220.44179234306907,1.1483825856746173
Ginger,81.92789808167674,54.4098531890635,109.41364029696243,26.27226935623363,204.69195416180565,1.1066950138000649
Ginger,70.04881970157234,69.15449118267927,100.06835047149424,25.594243502715752,211.53946229602977,1.1380777351807088
Ginger,78.11440245947234,63.07215676895471,92.2811306741851,28.67876802298014,198.79524629088849,1.0009156318150367
Ginger,74.1717624010105,68.52685568857244,90.50891590495434,25.440994002088058,206.57191222026978,1.0739007903365196
Ginger,70.93626142959381,64.9068415712184,105.60313811115607,27.010843891700837,188.30769908427976,1.279711438804338
Ginger,80.907180569845,67.24524147389548,98.7077350136519,30.44649969921967,200.84716521839027,1.0433548585223886
Ginger,77.13491935524169,55.05684437604497,106.31101445482564,30.94546861006157,173.0703927721108,0.998980442675742
Ginger,87.85110111225279,60.43790378924781,97.03660998057647,29.515343858394246,191.45878924311836,1.077215539649087
Ginger,89.52223069774455,58.96096041561707,104.93662910988112,25.350588382982856,222.58252354976864,1.0202575877591649
Ginger,73.7595161884083,56.64784726692777,109.83555855025854,29.486798660845274,174.60302651487257,0.9414924472786923
Ginger,84.51885816666922,68.43392255466,96.36917355741562,28.221313406487976,184.11424276692827,0.9954619382629887
Ginger,78.28825575656066,53.888814587601466,103.63710049184346,29.522414751025995,215.1654714725069,0.9582734324613315
Turmeric,74.41271502397109,51.8323612301042,102.53016851242226,25.736031040636,187.41660299656806,1.2137619520829932
Turmeric,80.20674410402843,64.76257540339314,103.85337092685938,25.047676673574873,220.82624049121003,0.9611932957362139
Turmeric,75.77745203458798,66.90784078375654,104.51993905728094,27.308387138518476,212.69998109932152,1.0098889582323025
Turmeric,88.06847275434936,59.221576637842034,103.15522536351371,26.00008455017,180.357748970796,1.1662780893908193
Turmeric,70.75764960540641,67.80671751064676,91.32060400814308,28.38376779156194,187.6553453152812,1.2400927919599758
Turmeric,85.10799823083755,68.77227322706169,91.71909130970741,29.779396723721902,214.7847968683633,0.942826927994719
Turmeric,74.40522648722117,65.59620718713538,96.0296843260688,28.072486917923918,173.91956857666057,1.086772525703281
Turmeric,75.16184076635507,65.71330286439645,105.2005250122036,26.589868976506057,229.50486150762706,1.2011496529457508
Turmeric,76.36435645583938,56.446987218528335,92.67868709210248,26.49100449205678,175.93797202564656,0.9374650930950111
Turmeric,74.56034302408685,67.0678358790752,95.1156848239132,30.02625447126968,191.09759263604246,0.9476976966803315
Turmeric,80.34192563822339,60.69437992766071,100.6085259695517,29.847435699815804,214.46444770827082,1.1716118964521978
Turmeric,72.34367198622755,57.60450843948843,99.95829999101056,29.76122847182164,197.94489529807743,0.9595738960855218
Turmeric,85.70262117179902,63.91363898303194,107.99915794922437,27.031151053817588,204.47117208210778,1.0326427525176958
Turmeric,85.96556287924571,67.63859690372375,95.85379089951981,29.617035900045728,205.88590272370124,1.2431019010932516
Turmeric,82.90381230269399,68.7584646349487,97.38535086063682,30.599057824947494,179.6318917561779,1.0497591357041207
Turmeric,83.62367812261404,53.67455123779574,98.76549159106617,26.19254803125468,180.07877153947695,0.9699486783916051
Turmeric,72.89011666670578,53.50384353599052,94.8815223451385,25.293426263734787,205.3499452997785,1.2288737976274375
Turmeric,78.0126150739329,58.53805628511263,90.0991313149485,28.152135734707166,229.78526847448464,0.9358595249787636
Turmeric,76.78740740477848,66.8494320844209,90.41394499045435,25.091830839465167,202.9984767157837,0.9931199769164214
Turmeric,78.08921857487869,62.92898314291714,90.22715988178875,26.770448434768525,202.13560066285987,1.1864429394409923
Turmeric,77.1422026788924,55.0152707291904,105.1630171412623,28.350142517672666,196.9128221890778,0.9674890202327304
Turmeric,78.18974370038418,68.76134002119531,93.37324671055451,30.811532458077586,179.39994248514947,1.077105178545004
Turmeric,75.41812622096049,67.88647790161843,90.93782184716522,30.61835306211607,213.686977565657,1.2469809399268952
Turmeric,73.77212455909903,61.61410917549876,97.69350666129999,28.853725185013502,222.28024182177302,1.0063289432902018
Turmeric,76.0104525252317,51.6924881470882,108.84216718500201,29.710808242679256,224.30271997749338,1.3084248979582882
Turmeric,78.45687469350324,62.34960827830123,90.61133216262867,26.058263587477597,224.8288891852594,0.9168128582157422
Turmeric,84.30401756909666,54.36686295850107,100.48323099166784,26.43379304633912,223.28542930935726,1.1764802042273026
Turmeric,88.49538738549637,57.96574923787232,104.27248838779781,30.191589826392143,176.66440734724443,1.0255496729404858
Turmeric,87.88834993071457,66.92658649204222,107.28153368922844,27.570320589122282,191.4438086510844,1.2331380081464225
Turmeric,70.90212937921038,66.54430530059777,100.66663912271918,28.649249007781812,199.49931492266523,1.0259140186429911
Turmeric,79.23409215580176,65.72467271539134,99.76583810503406,26.83021411949862,221.07837252568183,1.1947574465905912
Turmeric,72.55738295224108,63.27885466260146,95.55758182093464,25.748274136109757,207.11001331713558,1.275251699947188
Turmeric,73.16389670663139,53.34955138111388,94.09321769983438,25.65539092709865,217.19035278897294,0.9174998799981378
Turmeric,77.97033456596186,57.14429703712576,102.48083417108859,29.20996194153594,211.4937560095774,1.085607756088108
Turmeric,76.74411289131113,54.18855050320186,109.07928715273363,30.261897442577272,227.51643719738257,1.0643881024216728
Turmeric,86.52234324324587,62.90116739824549,109.88839717726182,30.670634114144185,173.5356145074918,1.125981759248761
Turmeric,87.6711473376738,52.39698533190062,106.49873079339883,29.601865062626505,229.04452646221512,1.2117428949963316
Turmeric,71.53388014848969,67.44505401408176,108.80598690043553,25.594481358139337,184.32337618055664,1.2703336095630402
Turmeric,88.6701156663166,62.17759458141512,103.66819486929133,25.28203845697788,220.07868054255223,1.0830209426710398
Turmeric,82.5942358406688,52.55151409916233,103.45354961864201,26.950594064586863,200.005539207994,1.1910715285995157
Turmeric,85.79285987956104,55.92215350917117,106.12639480125151,25.135029675589767,194.1357674109345,1.185988234616842
Turmeric,74.01755438833332,63.5355370270417,101.03231376140619,28.159728736431873,212.80198032996287,1.2539334353859397
Turmeric,73.34437008201706,54.8781763338873,107.5756531866537,30.63201418131939,226.0953013960654,1.306438000067821
Turmeric,77.99824763681234,68.76808568288855,104.21554152156988,29.33140460335096,199.80490612698333,1.0993986747985234
Turmeric,81.27041898881619,53.51377823974934,109.24139546477727,27.329806774028114,222.42146171063618,1.0222660566005484
Turmeric,88.6460655394695,55.74504377958765,92.26844443514847,30.322841779977725,179.74798687989522,1.3105975528606648
Turmeric,76.29826415206006,54.30065799013205,100.66662325694155,30.08483760554191,219.3046949851926,0.9263380684988162
Turmeric,81.96144285367889,55.28626332669073,96.06318812461045,25.95222386757871,188.43124627828354,1.3046794552012826
Turmeric,85.91656158007,58.28091433505773,92.97085505146777,28.51469480772975,198.94907140005012,1.1684665881090772
Turmeric,81.02604928876845,52.212898557937955,109.43795269371371,30.795490941093284,207.946039807298,1.3039304530427018
Turmeric,84.57030209505632,55.166407130633864,106.27558183350772,27.442381795592283,221.0209301265664,1.130331835688585
Turmeric,70.10078165975628,60.33302940792368,96.54223110370991,28.202190404721463,186.65274271344927,1.1095454970570249
Turmeric,70.42119453659126,66.63791800054508,103.3495559600039,26.39019465214654,190.56684797252584,1.1206826057746622
Turmeric,87.28390396908932,66.27212122739158,102.03229883810519,26.061379245063335,205.59541895739423,1.1665132824320723
Turmeric,81.98637633764216,60.32220268604364,106.39653211265647,27.966138529737755,205.04080138546237,1.0867499216387797
Turmeric,72.91044565369013,66.59456811577101,103.99879590181061,25.104610297310025,218.65794746918868,1.1558309964657052
Turmeric,81.00310653289847,58.38980717449933,98.52478027407066,27.075473251157295,186.33133542095533,1.2077579512361933
Turmeric,70.00939770055052,59.516520405607494,105.45076928259897,26.11323942906602,225.95726306722923,1.0879832510042013
Turmeric,78.3605594415563,51.89424054525199,93.36689674016743,26.02738226083329,180.56552759914243,1.0849224319166049
Turmeric,70.61042748376535,55.84701719076144,101.68990927034963,27.911918601891326,203.25978409390538,1.2148139408081382
Turmeric,80.79272049394464,64.90550543090679,109.84809932312297,27.49827790101094,197.8746607110642,1.29738441540075
Turmeric,86.17603615610747,58.95444377710888,109.9736009961066,29.69112426450842,226.92268126983626,1.2856300912015304
Turmeric,71.4824401579172,55.01059860427684,105.44093426742816,28.213943913235084,228.03520622938595,1.0695969189986958
Turmeric,82.9688367061569,69.71953956679116,96.72843398664968,26.845118864454754,221.79683886708204,1.2532190887877102
Turmeric,88.6960486030111,52.126549327041346,95.52112521230062,28.854763908013133,174.03949952042205,1.2239250538260156
Turmeric,78.76367191668596,63.09985558271627,90.7432046374646,25.398444282289006,184.3453187412316,1.0413416250686258
Turmeric,84.647642138404,52.44768363505546,100.93621571720317,30.806767188554723,218.9803074357676,1.0721711652447183
Turmeric,71.86156876915862,58.26472596818125,109.47015689248973,26.913637896642662,214.77292900602464,1.0385667766768611
Turmeric,77.71262344366531,59.418124128725566,107.19575664138908,27.49027270174884,225.09400261273834,1.2002410277558457
Turmeric,77.50291423671071,58.499594807985616,96.27357602894452,26.35175002280066,182.7993807478744,0.9878573760638873
Turmeric,75.22447960940757,53.063080191090854,96.96332652830843,28.84662424013072,215.67023354824755,1.1261795693063583
Turmeric,75.37766435962999,58.06258231965698,101.7891983407173,26.827283781137496,197.98347034512062,0.9574489080119445
Turmeric,77.13704753189496,60.31869113640055,105.05950574824169,28.720528999317285,186.73267128993422,1.186265748282879
Turmeric,84.3868233377807,65.93789889862427,94.67730465935604,28.35251035783112,186.11028412943674,0.9743186002734825
Turmeric,75.66984073963538,50.14906906790659,108.17541642669812,27.56291422738192,174.48351556223523,0.9975021583015147
Turmeric,86.55994576419398,56.118131805577605,109.04842260211416,25.729654725126913,228.41735968141134,1.2830598553425219
Turmeric,87.74148151164667,57.27520039960774,96.84802737473132,27.14319972163617,224.61524872933458,1.2516334174897092
Turmeric,73.19928518312688,53.100236900444465,97.41396559285637,29.429010319004945,170.0477324769675,1.2735878394363644
